Entry ID,[Str. Pos.],[Str. Size],[Str. Encoding],Str. Value,[Str. Data]
3316,0x360a38,10,Shift_JIS,長距離砲7,"""\x92\xB7\x8B\x97\x97\xA3\x96C7"""
3317,0x360a6c,10,Shift_JIS,長距離砲8,"""\x92\xB7\x8B\x97\x97\xA3\x96C8"""
3318,0x360aa0,10,Shift_JIS,長距離砲9,"""\x92\xB7\x8B\x97\x97\xA3\x96C9"""
3319,0x360ad4,13,Shift_JIS,ラムキャノン,"""\x83\x89\x83\x80\x83L\x83\x83\x83m\x83\x93"""
3320,0x360b08,15,Shift_JIS,デルフィナス砲,"""\x83f\x83\x8B\x83t\x83B\x83i\x83X\x96C"""
3321,0x360b3c,9,Shift_JIS,最強主砲,"""\x8D\xC5\x8B\xAD\x8E\xE5\x96C"""
3322,0x360b70,9,Shift_JIS,最強副砲,"""\x8D\xC5\x8B\xAD\x95\x9B\x96C"""
3323,0x360ba4,13,Shift_JIS,最強長距離砲,"""\x8D\xC5\x8B\xAD\x92\xB7\x8B\x97\x97\xA3\x96C"""
3324,0x360bd8,13,Shift_JIS,ボーナス主砲,"""\x83{\x81[\x83i\x83X\x8E\xE5\x96C"""
3325,0x360c0c,13,Shift_JIS,ボーナス副砲,"""\x83{\x81[\x83i\x83X\x95\x9B\x96C"""
3326,0x360c40,17,Shift_JIS,ボーナス長距離砲,"""\x83{\x81[\x83i\x83X\x92\xB7\x8B\x97\x97\xA3\x96C"""
3327,0x360c74,13,Shift_JIS,変わった主砲,"""\x95\xCF\x82\xED\x82\xC1\x82\xBD\x8E\xE5\x96C"""
3328,0x360ca8,13,Shift_JIS,変わった副砲,"""\x95\xCF\x82\xED\x82\xC1\x82\xBD\x95\x9B\x96C"""
3329,0x360cdc,8,Shift_JIS,船首像0,"""\x91D\x8E\xF1\x91\x9C0"""
3330,0x360d08,8,Shift_JIS,船首像1,"""\x91D\x8E\xF1\x91\x9C1"""
3331,0x360d34,8,Shift_JIS,船首像2,"""\x91D\x8E\xF1\x91\x9C2"""
3332,0x360d60,8,Shift_JIS,船首像3,"""\x91D\x8E\xF1\x91\x9C3"""
3333,0x360d8c,8,Shift_JIS,船首像4,"""\x91D\x8E\xF1\x91\x9C4"""
3334,0x360db8,8,Shift_JIS,船首像5,"""\x91D\x8E\xF1\x91\x9C5"""
3335,0x360de4,8,Shift_JIS,船首像6,"""\x91D\x8E\xF1\x91\x9C6"""
3336,0x360e10,8,Shift_JIS,船首像7,"""\x91D\x8E\xF1\x91\x9C7"""
3337,0x360e3c,8,Shift_JIS,船首像8,"""\x91D\x8E\xF1\x91\x9C8"""
3338,0x360e68,8,Shift_JIS,船首像9,"""\x91D\x8E\xF1\x91\x9C9"""
3339,0x360e94,10,Shift_JIS,エンジン0,"""\x83G\x83\x93\x83W\x83\x930"""
3340,0x360ec0,10,Shift_JIS,エンジン1,"""\x83G\x83\x93\x83W\x83\x931"""
3341,0x360eec,10,Shift_JIS,エンジン2,"""\x83G\x83\x93\x83W\x83\x932"""
3342,0x360f18,10,Shift_JIS,エンジン3,"""\x83G\x83\x93\x83W\x83\x933"""
3343,0x360f44,10,Shift_JIS,エンジン4,"""\x83G\x83\x93\x83W\x83\x934"""
3344,0x360f70,10,Shift_JIS,エンジン5,"""\x83G\x83\x93\x83W\x83\x935"""
3345,0x360f9c,10,Shift_JIS,エンジン6,"""\x83G\x83\x93\x83W\x83\x936"""
3346,0x360fc8,10,Shift_JIS,エンジン7,"""\x83G\x83\x93\x83W\x83\x937"""
3347,0x360ff4,10,Shift_JIS,エンジン8,"""\x83G\x83\x93\x83W\x83\x938"""
3348,0x361020,10,Shift_JIS,エンジン9,"""\x83G\x83\x93\x83W\x83\x939"""
3349,0x36104c,6,Shift_JIS,装甲0,"""\x91\x95\x8Db0"""
3350,0x361078,6,Shift_JIS,装甲1,"""\x91\x95\x8Db1"""
3351,0x3610a4,6,Shift_JIS,装甲2,"""\x91\x95\x8Db2"""
3352,0x3610d0,6,Shift_JIS,装甲3,"""\x91\x95\x8Db3"""
3353,0x3610fc,6,Shift_JIS,装甲4,"""\x91\x95\x8Db4"""
3354,0x361128,6,Shift_JIS,装甲5,"""\x91\x95\x8Db5"""
3355,0x361154,6,Shift_JIS,装甲6,"""\x91\x95\x8Db6"""
3356,0x361180,6,Shift_JIS,装甲7,"""\x91\x95\x8Db7"""
3357,0x3611ac,6,Shift_JIS,装甲8,"""\x91\x95\x8Db8"""
3358,0x3611d8,6,Shift_JIS,装甲9,"""\x91\x95\x8Db9"""
3359,0x361204,8,Shift_JIS,その他0,"""\x82\xBB\x82\xCC\x91\xBC0"""
3360,0x361230,8,Shift_JIS,その他1,"""\x82\xBB\x82\xCC\x91\xBC1"""
3361,0x36125c,8,Shift_JIS,その他2,"""\x82\xBB\x82\xCC\x91\xBC2"""
3362,0x361288,8,Shift_JIS,その他3,"""\x82\xBB\x82\xCC\x91\xBC3"""
3363,0x3612b4,8,Shift_JIS,その他4,"""\x82\xBB\x82\xCC\x91\xBC4"""
3364,0x3612e0,8,Shift_JIS,その他5,"""\x82\xBB\x82\xCC\x91\xBC5"""
3365,0x36130c,8,Shift_JIS,その他6,"""\x82\xBB\x82\xCC\x91\xBC6"""
3366,0x361338,8,Shift_JIS,その他7,"""\x82\xBB\x82\xCC\x91\xBC7"""
3367,0x361364,8,Shift_JIS,その他8,"""\x82\xBB\x82\xCC\x91\xBC8"""
3368,0x361390,8,Shift_JIS,その他9,"""\x82\xBB\x82\xCC\x91\xBC9"""
3369,0x3613bc,7,Shift_JIS,Ж石弾,"""\x84G\x90\xCE\x92e"""
3370,0x3613e4,9,Shift_JIS,鋼Ж石弾,"""\x8D|\x84G\x90\xCE\x92e"""
3371,0x36140c,9,Shift_JIS,精Ж石弾,"""\x90\xB8\x84G\x90\xCE\x92e"""
3372,0x361434,9,Shift_JIS,重Ж石弾,"""\x8Fd\x84G\x90\xCE\x92e"""
3373,0x36145c,11,Shift_JIS,炎術Ж石弾,"""\x89\x8A\x8Fp\x84G\x90\xCE\x92e"""
3374,0x361484,11,Shift_JIS,氷術Ж石弾,"""\x95X\x8Fp\x84G\x90\xCE\x92e"""
3375,0x3614ac,11,Shift_JIS,封術Ж石弾,"""\x95\x95\x8Fp\x84G\x90\xCE\x92e"""
3376,0x3614d4,11,Shift_JIS,雷術Ж石弾,"""\x97\x8B\x8Fp\x84G\x90\xCE\x92e"""
3377,0x3614fc,11,Shift_JIS,降術Ж石弾,"""\x8D~\x8Fp\x84G\x90\xCE\x92e"""
3378,0x361524,11,Shift_JIS,波術Ж石弾,"""\x94g\x8Fp\x84G\x90\xCE\x92e"""
3379,0x36154c,7,Shift_JIS,補強材,"""\x95\xE2\x8B\xAD\x8D\xDE"""
3380,0x361574,7,Shift_JIS,硬板材,"""\x8Dd\x94\xC2\x8D\xDE"""
3381,0x36159c,11,Shift_JIS,Ж力発散材,"""\x84G\x97\xCD\x94\xAD\x8EU\x8D\xDE"""
3382,0x3615c4,9,Shift_JIS,Ж補強材,"""\x84G\x95\xE2\x8B\xAD\x8D\xDE"""
3383,0x3615ec,6,Shift_JIS,資材4,"""\x8E\x91\x8D\xDE4"""
3384,0x361614,6,Shift_JIS,資材5,"""\x8E\x91\x8D\xDE5"""
3385,0x36163c,6,Shift_JIS,資材6,"""\x8E\x91\x8D\xDE6"""
3386,0x361664,6,Shift_JIS,資材7,"""\x8E\x91\x8D\xDE7"""
3387,0x36168c,6,Shift_JIS,資材8,"""\x8E\x91\x8D\xDE8"""
3388,0x3616b4,6,Shift_JIS,資材9,"""\x8E\x91\x8D\xDE9"""
3389,0x3616dc,9,Shift_JIS,砲補強材,"""\x96C\x95\xE2\x8B\xAD\x8D\xDE"""
3390,0x361704,11,Shift_JIS,砲補強硬材,"""\x96C\x95\xE2\x8B\xAD\x8Dd\x8D\xDE"""
3391,0x36172c,11,Shift_JIS,ブースター,"""\x83u\x81[\x83X\x83^\x81["""
3392,0x361754,17,Shift_JIS,Жコーティング材,"""\x84G\x83R\x81[\x83e\x83B\x83\x93\x83O\x8D\xDE"""
3393,0x36177c,17,Shift_JIS,Ж探知式スコープ,"""\x84G\x92T\x92m\x8E\xAE\x83X\x83R\x81[\x83v"""
3394,0x3617a4,7,Shift_JIS,チャフ,"""\x83`\x83\x83\x83t"""
3395,0x3617cc,15,Shift_JIS,ハンドルオイル,"""\x83n\x83\x93\x83h\x83\x8B\x83I\x83C\x83\x8B"""
3396,0x3617f4,15,Shift_JIS,オートマオイル,"""\x83I\x81[\x83g\x83}\x83I\x83C\x83\x8B"""
3397,0x36181c,13,Shift_JIS,スクリキッド,"""\x83X\x83N\x83\x8A\x83L\x83b\x83h"""
3398,0x361844,15,Shift_JIS,シルバーバリア,"""\x83V\x83\x8B\x83o\x81[\x83o\x83\x8A\x83A"""
3399,0x36186c,9,Shift_JIS,ロレンス,"""\x83\x8D\x83\x8C\x83\x93\x83X"""
3400,0x36188c,5,Shift_JIS,ドン,"""\x83h\x83\x93"""
3401,0x3618ac,9,Shift_JIS,ブラバム,"""\x83u\x83\x89\x83o\x83\x80"""
3402,0x3618cc,7,Shift_JIS,ハンス,"""\x83n\x83\x93\x83X"""
3403,0x3618ec,5,Shift_JIS,ベル,"""\x83x\x83\x8B"""
3404,0x36190c,7,Shift_JIS,カシム,"""\x83J\x83V\x83\x80"""
3405,0x36192c,13,Shift_JIS,ティカティカ,"""\x83e\x83B\x83J\x83e\x83B\x83J"""
3406,0x36194c,9,Shift_JIS,ドミンゴ,"""\x83h\x83~\x83\x93\x83S"""
3407,0x36196c,9,Shift_JIS,オスマン,"""\x83I\x83X\x83}\x83\x93"""
3408,0x36198c,9,Shift_JIS,カリファ,"""\x83J\x83\x8A\x83t\x83@"""
3409,0x3619ac,11,Shift_JIS,イズレール,"""\x83C\x83Y\x83\x8C\x81[\x83\x8B"""
3410,0x3619cc,7,Shift_JIS,キララ,"""\x83L\x83\x89\x83\x89"""
3411,0x3619ec,7,Shift_JIS,ポリー,"""\x83|\x83\x8A\x81["""
3412,0x361a0c,7,Shift_JIS,ウララ,"""\x83E\x83\x89\x83\x89"""
3413,0x361a2c,11,Shift_JIS,リュウカン,"""\x83\x8A\x83\x85\x83E\x83J\x83\x93"""
3414,0x361a4c,13,Shift_JIS,アルキュミス,"""\x83A\x83\x8B\x83L\x83\x85\x83~\x83X"""
3415,0x361a6c,7,Shift_JIS,マルコ,"""\x83}\x83\x8B\x83R"""
3416,0x361a8c,11,Shift_JIS,ロビンソン,"""\x83\x8D\x83r\x83\x93\x83\\\x83\x93"""
3417,0x361aac,5,Shift_JIS,パウ,"""\x83p\x83E"""
3418,0x361acc,7,Shift_JIS,メリダ,"""\x83\x81\x83\x8A\x83_"""
3419,0x361aec,7,Shift_JIS,モエギ,"""\x83\x82\x83G\x83M"""
3420,0x361b0c,7,Shift_JIS,ピンタ,"""\x83s\x83\x93\x83^"""
3421,0x362b50,14,Shift_JIS,plaDefaultAct,"""plaDefaultAct"""
3422,0x362b64,13,Shift_JIS,objPlayerAct,"""objPlayerAct"""
3423,0x362b78,13,Shift_JIS,objPeopleAct,"""objPeopleAct"""
3424,0x362b8c,10,Shift_JIS,stage0099,"""stage0099"""
3425,0x362ba0,8,Shift_JIS,fldShip,"""fldShip"""
3426,0x362bb4,10,Shift_JIS,fldIsland,"""fldIsland"""
3427,0x362bc8,12,Shift_JIS,fldGoscript,"""fldGoscript"""
3428,0x362bdc,14,Shift_JIS,fldbaseIsland,"""fldbaseIsland"""
3429,0x362bf0,7,Shift_JIS,fldSky,"""fldSky"""
3430,0x362c04,9,Shift_JIS,fldCloud,"""fldCloud"""
3431,0x362c18,15,Shift_JIS,fldCloudScroll,"""fldCloudScroll"""
3432,0x362c2c,16,Shift_JIS,fldCloudScroll2,"""fldCloudScroll2"""
3433,0x362c40,15,Shift_JIS,NoPutfldIsland,"""NoPutfldIsland"""
3434,0x362c54,8,Shift_JIS,fldWall,"""fldWall"""
3435,0x362c68,10,Shift_JIS,stage5555,"""stage5555"""
3436,0x362c7c,4,Shift_JIS,vnn,"""vnn"""
3437,0x362c90,4,Shift_JIS,vn8,"""vn8"""
3438,0x362ca4,8,Shift_JIS,hasigo1,"""hasigo1"""
3439,0x362cb8,8,Shift_JIS,hasigo2,"""hasigo2"""
3440,0x362ccc,8,Shift_JIS,hasigo3,"""hasigo3"""
3441,0x362ce0,12,Shift_JIS,fldKaminari,"""fldKaminari"""
3442,0x362cf4,10,Shift_JIS,fldStorm2,"""fldStorm2"""
3443,0x362d08,8,Shift_JIS,fldMoon,"""fldMoon"""
3444,0x362d1c,10,Shift_JIS,stage0122,"""stage0122"""
3445,0x362d30,9,Shift_JIS,salenter,"""salenter"""
3446,0x362d44,8,Shift_JIS,salexit,"""salexit"""
3447,0x362d58,7,Shift_JIS,salout,"""salout"""
3448,0x362d6c,7,Shift_JIS,kyoriA,"""kyoriA"""
3449,0x362d80,6,Shift_JIS,housi,"""housi"""
3450,0x362d94,11,Shift_JIS,hikaritubu,"""hikaritubu"""
3451,0x362da8,7,Shift_JIS,walluv,"""walluv"""
3452,0x362dbc,8,Shift_JIS,wallmot,"""wallmot"""
3453,0x362dd0,9,Shift_JIS,fldAster,"""fldAster"""
3454,0x362de4,6,Shift_JIS,rope1,"""rope1"""
3455,0x362df8,6,Shift_JIS,rope2,"""rope2"""
3456,0x362e0c,6,Shift_JIS,untei,"""untei"""
3457,0x362e20,7,Shift_JIS,append,"""append"""
3458,0x362e34,11,Shift_JIS,mapDrawMod,"""mapDrawMod"""
3459,0x362e48,9,Shift_JIS,noritama,"""noritama"""
3460,0x362e5c,7,Shift_JIS,tamaue,"""tamaue"""
3461,0x362e70,7,Shift_JIS,kisiue,"""kisiue"""
3462,0x362e84,10,Shift_JIS,playersub,"""playersub"""
3463,0x362e98,6,Shift_JIS,mod2p,"""mod2p"""
3464,0x362eac,5,Shift_JIS,kmap,"""kmap"""
3465,0x362ec0,10,Shift_JIS,stage0107,"""stage0107"""
3466,0x362ed4,10,Shift_JIS,stage0209,"""stage0209"""
3467,0x362ee8,9,Shift_JIS,treasure,"""treasure"""
3468,0x362efc,7,Shift_JIS,kdoor1,"""kdoor1"""
3469,0x362f10,6,Shift_JIS,door2,"""door2"""
3470,0x362f24,7,Shift_JIS,fstone,"""fstone"""
3471,0x362f38,9,Shift_JIS,lockfstn,"""lockfstn"""
3472,0x362f4c,9,Shift_JIS,pushwall,"""pushwall"""
3473,0x362f60,8,Shift_JIS,linePut,"""linePut"""
3474,0x362f74,8,Shift_JIS,deformv,"""deformv"""
3475,0x362f88,5,Shift_JIS,drop,"""drop"""
3476,0x362f9c,9,Shift_JIS,fscranim,"""fscranim"""
3477,0x362fb0,6,Shift_JIS,train,"""train"""
3478,0x362fc4,9,Shift_JIS,trainPic,"""trainPic"""
3479,0x362fd8,7,Shift_JIS,Mtrain,"""Mtrain"""
3480,0x362fec,10,Shift_JIS,pchangeuv,"""pchangeuv"""
3481,0x363000,6,Shift_JIS,promi,"""promi"""
3482,0x363014,10,Shift_JIS,chgptnmat,"""chgptnmat"""
3483,0x363028,9,Shift_JIS,modlight,"""modlight"""
3484,0x36303c,8,Shift_JIS,effect1,"""effect1"""
3485,0x363050,8,Shift_JIS,effect2,"""effect2"""
3486,0x363064,8,Shift_JIS,effect3,"""effect3"""
3487,0x363078,8,Shift_JIS,effect4,"""effect4"""
3488,0x36308c,7,Shift_JIS,ground,"""ground"""
3489,0x3630a0,6,Shift_JIS,house,"""house"""
3490,0x3630b4,9,Shift_JIS,housein1,"""housein1"""
3491,0x3630c8,9,Shift_JIS,housein2,"""housein2"""
3492,0x3630dc,6,Shift_JIS,hload,"""hload"""
3493,0x3630f0,7,Shift_JIS,onepic,"""onepic"""
3494,0x363104,6,Shift_JIS,roll1,"""roll1"""
3495,0x363118,7,Shift_JIS,rollax,"""rollax"""
3496,0x36312c,8,Shift_JIS,rollmot,"""rollmot"""
3497,0x363140,7,Shift_JIS,smoke1,"""smoke1"""
3498,0x363154,5,Shift_JIS,wall,"""wall"""
3499,0x363168,4,Shift_JIS,man,"""man"""
3500,0x36317c,11,Shift_JIS,pchangemot,"""pchangemot"""
3501,0x363190,8,Shift_JIS,motrand,"""motrand"""
3502,0x3631a4,10,Shift_JIS,motrandse,"""motrandse"""
3503,0x3631b8,9,Shift_JIS,pcharand,"""pcharand"""
3504,0x3631cc,13,Shift_JIS,pcharandever,"""pcharandever"""
3505,0x3631e0,11,Shift_JIS,timingPmot,"""timingPmot"""
3506,0x3631f4,5,Shift_JIS,kagi,"""kagi"""
3507,0x363208,5,Shift_JIS,hasi,"""hasi"""
3508,0x36321c,5,Shift_JIS,yuki,"""yuki"""
3509,0x363230,8,Shift_JIS,tamaoti,"""tamaoti"""
3510,0x363244,6,Shift_JIS,motmv,"""motmv"""
3511,0x363258,8,Shift_JIS,motscpt,"""motscpt"""
3512,0x36326c,8,Shift_JIS,eff_man,"""eff_man"""
3513,0x363280,9,Shift_JIS,eff_man2,"""eff_man2"""
3514,0x363294,11,Shift_JIS,eff_camera,"""eff_camera"""
3515,0x3632a8,9,Shift_JIS,doorwall,"""doorwall"""
3516,0x3632bc,7,Shift_JIS,modifi,"""modifi"""
3517,0x3632d0,10,Shift_JIS,eff_smoke,"""eff_smoke"""
3518,0x3632e4,11,Shift_JIS,eff_smoke2,"""eff_smoke2"""
3519,0x3632f8,11,Shift_JIS,eff_smoke3,"""eff_smoke3"""
3520,0x36330c,13,Shift_JIS,eff_putmodel,"""eff_putmodel"""
3521,0x363320,14,Shift_JIS,eff_putmodel2,"""eff_putmodel2"""
3522,0x363334,14,Shift_JIS,eff_putmodel3,"""eff_putmodel3"""
3523,0x363348,14,Shift_JIS,eff_sparcLine,"""eff_sparcLine"""
3524,0x36335c,14,Shift_JIS,eff_sparcAnim,"""eff_sparcAnim"""
3525,0x363370,13,Shift_JIS,eff_Sprite2D,"""eff_Sprite2D"""
3526,0x363384,13,Shift_JIS,eff_motLight,"""eff_motLight"""
3527,0x363398,14,Shift_JIS,eff_polyBoard,"""eff_polyBoard"""
3528,0x3633ac,15,Shift_JIS,eff_polyBoard2,"""eff_polyBoard2"""
3529,0x3633c0,9,Shift_JIS,eff_Grum,"""eff_Grum"""
3530,0x3633d4,15,Shift_JIS,Eff_LightLocus,"""Eff_LightLocus"""
3531,0x3633e8,14,Shift_JIS,Eff_ScreenFX1,"""Eff_ScreenFX1"""
3532,0x3633fc,15,Shift_JIS,Eff_ShamLensFx,"""Eff_ShamLensFx"""
3533,0x363410,13,Shift_JIS,Eff_FadeWipe,"""Eff_FadeWipe"""
3534,0x363424,13,Shift_JIS,PadVibration,"""PadVibration"""
3535,0x363438,10,Shift_JIS,sb_tama00,"""sb_tama00"""
3536,0x36344c,12,Shift_JIS,fldColorsky,"""fldColorsky"""
3537,0x363460,12,Shift_JIS,fldMultiple,"""fldMultiple"""
3538,0x363474,12,Shift_JIS,fldManshipA,"""fldManshipA"""
3539,0x363488,12,Shift_JIS,fldManshipB,"""fldManshipB"""
3540,0x36349c,11,Shift_JIS,fldSfilter,"""fldSfilter"""
3541,0x3634b0,9,Shift_JIS,fldFogch,"""fldFogch"""
3542,0x3634c4,11,Shift_JIS,fldLightch,"""fldLightch"""
3543,0x3634d8,10,Shift_JIS,fldCloud2,"""fldCloud2"""
3544,0x3634ec,9,Shift_JIS,fldTouch,"""fldTouch"""
3545,0x363500,10,Shift_JIS,fldTouch2,"""fldTouch2"""
3546,0x363514,12,Shift_JIS,fldFlycloud,"""fldFlycloud"""
3547,0x363528,10,Shift_JIS,fldHakken,"""fldHakken"""
3548,0x36353c,10,Shift_JIS,fldStorm1,"""fldStorm1"""
3549,0x363550,13,Shift_JIS,fldEfcontrol,"""fldEfcontrol"""
3550,0x363564,10,Shift_JIS,fldGansyo,"""fldGansyo"""
3551,0x363578,9,Shift_JIS,fldFish1,"""fldFish1"""
3552,0x36358c,9,Shift_JIS,fldFish2,"""fldFish2"""
3553,0x3635a0,10,Shift_JIS,sb_ship00,"""sb_ship00"""
3554,0x3635b4,7,Shift_JIS,sb_fun,"""sb_fun"""
3555,0x3635c8,10,Shift_JIS,sb_rudder,"""sb_rudder"""
3556,0x3635dc,10,Shift_JIS,sb_window,"""sb_window"""
3557,0x3635f0,8,Shift_JIS,sb_wing,"""sb_wing"""
3558,0x363604,9,Shift_JIS,sb_other,"""sb_other"""
3559,0x363618,7,Shift_JIS,sb_gun,"""sb_gun"""
3560,0x36362c,8,Shift_JIS,sb_lgun,"""sb_lgun"""
3561,0x363640,8,Shift_JIS,sb_tama,"""sb_tama"""
3562,0x363654,8,Shift_JIS,sb_root,"""sb_root"""
3563,0x363668,9,Shift_JIS,sb_croot,"""sb_croot"""
3564,0x36367c,11,Shift_JIS,sb_enemy00,"""sb_enemy00"""
3565,0x363690,11,Shift_JIS,sb_enemy01,"""sb_enemy01"""
3566,0x3636a4,8,Shift_JIS,eff_man,"""eff_man"""
3567,0x36375c,12,Shift_JIS,abcdehprsux,"""abcdehprsux"""
3568,0x3875d8,9,Shift_JIS,装備なし,"""\x91\x95\x94\xF5\x82\xC8\x82\xB5"""
3569,0x3875e1,19,Shift_JIS,装備品がありません,"""\x91\x95\x94\xF5\x95i\x82\xAA\x82\xA0\x82\xE8\x82\xDC\x82\xB9\x82\xF1"""
3570,0x3875f4,21,Shift_JIS,アイテムがありません,"""\x83A\x83C\x83e\x83\x80\x82\xAA\x82\xA0\x82\xE8\x82\xDC\x82\xB9\x82\xF1"""
3571,0x387609,19,Shift_JIS,Ж術を覚えてません,"""\x84G\x8Fp\x82\xF0\x8Ao\x82\xA6\x82\xC4\x82\xDC\x82\xB9\x82\xF1"""
3572,0x38761c,17,Shift_JIS,技を覚えてません,"""\x8BZ\x82\xF0\x8Ao\x82\xA6\x82\xC4\x82\xDC\x82\xB9\x82\xF1"""
3573,0x387688,7,Shift_JIS,月の実,"""\x8C\x8E\x82\xCC\x8E\xC0"""
3574,0x38768f,13,Shift_JIS,月の実の残り,"""\x8C\x8E\x82\xCC\x8E\xC0\x82\xCC\x8Ec\x82\xE8"""
3575,0x38769c,15,Shift_JIS,習得に必要な数,"""\x8FK\x93\xBE\x82\xC9\x95K\x97v\x82\xC8\x90\x94"""
3576,0x38ddd4,13,Shift_JIS,ts000800.pvr,"""ts000800.pvr"""
3577,0x38de50,9,Shift_JIS,装備なし,"""\x91\x95\x94\xF5\x82\xC8\x82\xB5"""
3578,0x3b7ef4,17,Shift_JIS,   空  賊  島   ,"""   \x8B\xF3  \x91\xAF  \x93\x87   """
3579,0x3b7f0c,17,Shift_JIS,   神  殿  島   ,"""   \x90_  \x93a  \x93\x87   """
3580,0x3b837c,12,Shift_JIS,bstg000.MLD,"""bstg000.MLD"""
3581,0x3b83a8,5,Shift_JIS,アパ,"""\x83A\x83p"""
3582,0x3b83cc,7,Shift_JIS,アポス,"""\x83A\x83|\x83X"""
3583,0x3b83f0,11,Shift_JIS,サイレシャ,"""\x83T\x83C\x83\x8C\x83V\x83\x83"""
3584,0x3b8414,7,Shift_JIS,パニカ,"""\x83p\x83j\x83J"""
3585,0x3b8438,7,Shift_JIS,ダウナ,"""\x83_\x83E\x83i"""
3586,0x3b845c,9,Shift_JIS,ダウノス,"""\x83_\x83E\x83m\x83X"""
3587,0x3b8480,7,Shift_JIS,サプラ,"""\x83T\x83v\x83\x89"""
3588,0x3b84a4,9,Shift_JIS,サプリィ,"""\x83T\x83v\x83\x8A\x83B"""
3589,0x3b84c8,9,Shift_JIS,サプレス,"""\x83T\x83v\x83\x8C\x83X"""
3590,0x3b84ec,11,Shift_JIS,サプローネ,"""\x83T\x83v\x83\x8D\x81[\x83l"""
3591,0x3b8510,7,Shift_JIS,プワザ,"""\x83v\x83\x8F\x83U"""
3592,0x3b8534,11,Shift_JIS,プワゾーク,"""\x83v\x83\x8F\x83]\x81[\x83N"""
3593,0x3b8558,9,Shift_JIS,スリーパ,"""\x83X\x83\x8A\x81[\x83p"""
3594,0x3b857c,9,Shift_JIS,クイッカ,"""\x83N\x83C\x83b\x83J"""
3595,0x3b85a0,7,Shift_JIS,キュア,"""\x83L\x83\x85\x83A"""
3596,0x3b85c4,7,Shift_JIS,ライザ,"""\x83\x89\x83C\x83U"""
3597,0x3b85e8,9,Shift_JIS,ライゾン,"""\x83\x89\x83C\x83]\x83\x93"""
3598,0x3b860c,7,Shift_JIS,ジェダ,"""\x83W\x83F\x83_"""
3599,0x3b8630,9,Shift_JIS,ジェデス,"""\x83W\x83F\x83f\x83X"""
3600,0x3b8654,11,Shift_JIS,ジェドーサ,"""\x83W\x83F\x83h\x81[\x83T"""
3601,0x3b8678,9,Shift_JIS,ウェイバ,"""\x83E\x83F\x83C\x83o"""
3602,0x3b869c,11,Shift_JIS,ウェイビィ,"""\x83E\x83F\x83C\x83r\x83B"""
3603,0x3b86c0,11,Shift_JIS,ウェボーン,"""\x83E\x83F\x83{\x81[\x83\x93"""
3604,0x3b86e4,7,Shift_JIS,バーナ,"""\x83o\x81[\x83i"""
3605,0x3b8708,9,Shift_JIS,バーニィ,"""\x83o\x81[\x83j\x83B"""
3606,0x3b872c,9,Shift_JIS,バーネス,"""\x83o\x81[\x83l\x83X"""
3607,0x3b8750,9,Shift_JIS,グラシャ,"""\x83O\x83\x89\x83V\x83\x83"""
3608,0x3b8774,9,Shift_JIS,グラシィ,"""\x83O\x83\x89\x83V\x83B"""
3609,0x3b8798,11,Shift_JIS,グラシェス,"""\x83O\x83\x89\x83V\x83F\x83X"""
3610,0x3b87bc,11,Shift_JIS,グラゾーバ,"""\x83O\x83\x89\x83]\x81[\x83o"""
3611,0x3b87e0,11,Shift_JIS,バーノーン,"""\x83o\x81[\x83m\x81[\x83\x93"""
3612,0x3b8804,11,Shift_JIS,ウェイベス,"""\x83E\x83F\x83C\x83x\x83X"""
3613,0x3b8828,7,Shift_JIS,ボルタ,"""\x83{\x83\x8B\x83^"""
3614,0x3b884c,9,Shift_JIS,ボルティ,"""\x83{\x83\x8B\x83e\x83B"""
3615,0x3b8870,9,Shift_JIS,ボルテス,"""\x83{\x83\x8B\x83e\x83X"""
3616,0x3b8894,11,Shift_JIS,ボルドーラ,"""\x83{\x83\x8B\x83h\x81[\x83\x89"""
3617,0x3b88b8,11,Shift_JIS,火山弾乱舞,"""\x89\xCE\x8ER\x92e\x97\x90\x95\x91"""
3618,0x3b88dc,9,Shift_JIS,石化ガス,"""\x90\xCE\x89\xBB\x83K\x83X"""
3619,0x3b8900,11,Shift_JIS,矢羽根の舞,"""\x96\xEE\x89H\x8D\xAA\x82\xCC\x95\x91"""
3620,0x3b8924,5,Shift_JIS,欠番,"""\x8C\x87\x94\xD4"""
3621,0x3b8948,9,Shift_JIS,レーザー,"""\x83\x8C\x81[\x83U\x81["""
3622,0x3b896c,5,Shift_JIS,怒雷,"""\x93{\x97\x8B"""
3623,0x3b8990,5,Shift_JIS,欠番,"""\x8C\x87\x94\xD4"""
3624,0x3b89b4,9,Shift_JIS,混乱音波,"""\x8D\xAC\x97\x90\x89\xB9\x94g"""
3625,0x3b89d8,9,Shift_JIS,睡眠音波,"""\x90\x87\x96\xB0\x89\xB9\x94g"""
3626,0x3b89fc,17,Shift_JIS,ターゲットサーチ,"""\x83^\x81[\x83Q\x83b\x83g\x83T\x81[\x83`"""
3627,0x3b8a20,5,Shift_JIS,欠番,"""\x8C\x87\x94\xD4"""
3628,0x3b8a44,13,Shift_JIS,肉弾アタック,"""\x93\xF7\x92e\x83A\x83^\x83b\x83N"""
3629,0x3b8a68,9,Shift_JIS,即死斬り,"""\x91\xA6\x8E\x80\x8Ea\x82\xE8"""
3630,0x3b8a8c,5,Shift_JIS,充電,"""\x8F[\x93d"""
